Id,Label,timeset,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,tweets,mentions,pro,group
@YoMatiasPinto,,,4795,0,0,0,0,0,1,,
@marqspin,,,345,8,0.282848,0.321183,0,,,,
@MarriageBattle,,,5107,1,1,1,0,,,,
@marrytv54,,,133,9,0.246328,0.270269,0,,,,
@MarsBars6116,,,4796,8,0.282383,0.319626,0,,,,
@marshaj1226,,,96,8,0.284142,0.325795,0,,,,
@tweetfrachiseur,,,96,8,0.283495,0.323875,2.5,1,0,5,pro
@marshall5912,,,2651,2,0.625,0.7,0,,,,
@MarshallArtsOff,,,61,8,0.283863,0.323684,0,,,,
@MsSleuth007,,,61,8,0.283582,0.323281,1,,,,
@marshalmon,,,5314,8,0.297943,0.338397,0,1,0,0,anti
@MarshaMarshaKy,,,96,8,0.287968,0.333768,0,1,0,1,anti
@MarshaMc1203,,,9,10,0.199378,0.217589,0,,,,
@marsthedog,,,4797,8,0.282383,0.319626,0,,,,
@martens_anthony,,,5314,8,0.297943,0.338397,0,1,0,5,pro
@THErealDVORAK,,,174,0,0,0,0,,,,
@MarthaT67211266,,,4798,8,0.282383,0.319626,0,,,,
@MarthaThompson6,,,4799,1,1,1,0,1,0,0,anti
@marti_maryan,,,73,8,0.290826,0.340844,0,,,,
@IAFsite,,,73,0,0,0,0,,,,
@ILTVNews,,,73,0,0,0,0,,,,
@Israel,,,73,0,0,0,0,,,,
@laitman,,,73,0,0,0,0,,,,
@netanyahu,,,73,0,0,0,0,,,,
@Pontifex,,,73,0,0,0,0,,,,
@marti4667,,,4800,8,0.282848,0.321183,0,1,0,1,anti
@MartieSweeney,,,133,8,0.303262,0.34608,0,,,,
@Martin_David,,,1899,1,1,1,0,,,,
@martinezsteve00,,,1560,8,0.283301,0.322111,0,,,,
@martini_henery,,,3597,8,0.283312,0.322733,0,,,,
@baronA5H,,,3597,0,0,0,0,,,,
@MartinPengelly,,,4801,0,0,0,0,,,,
@martinradio,,,4802,8,0.282383,0.319626,0,,,,
@MartinRedmonddd,,,1978,8,0.283312,0.321972,0,,,,
@MartinTKinard1,,,616,10,0.199909,0.215989,0,,,,
@AndrewMcElroy31,,,616,0,0,0,0,,,,
@martybware11,,,4803,8,0.282383,0.319626,0,,,,
@MartyEPhil,,,616,8,0.285992,0.330855,0,,,,
@21Lucym,,,616,0,0,0,0,,,,
@aliasvaughn,,,616,0,0,0,0,,,,
@tonygoldwyn,,,616,0,0,0,0,,,,
@MartyFassigGolf,,,4804,8,0.282383,0.319626,0,1,0,5,pro
@martyforbici,,,4805,8,0.282383,0.319626,0,2,0,2,anti
@MartyJDOfficial,,,4806,8,0.282383,0.319626,0,,,,
@Martyjo69410250,,,4323,8,0.295071,0.338804,0,1,0,0,anti
@MartyMcfly119,,,345,9,0.253783,0.277281,0,,,,
@MartynLoukes,,,4807,8,0.282383,0.319626,0,,,,
@marvcfromgnv,,,2010,1,1,1,0,1,0,5,pro
@marvelanne97,,,1560,8,0.283766,0.323662,0,,,,
@Marvelous0ne,,,4808,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@Marvy_Moon,,,3112,8,0.283129,0.321592,0,,,,
@marvy63,,,4323,8,0.297814,0.341683,0,,,,
@marwanthe2nd,,,4809,8,0.282383,0.319626,0,,,,
@Mary_Behaves,,,4323,8,0.283775,0.324276,0,,,,
@TalibKweli,,,4323,0,0,0,0,,,,
@Mary_Britzman,,,4810,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@Mary_EllenJ,,,133,8,0.288036,0.33414,0,,,,
@CheetahPizzas,,,133,0,0,0,0,1,0,0,anti
@troy1231,,,133,8,0.283117,0.321729,6,1,0,1,anti
@mary_nantell,,,49,9,0.244669,0.263293,0,,,,
@mary13737,,,9,1,1,1,0,,,,
@mary461438,,,4811,8,0.282383,0.319626,0,,,,
@maryah21211,,,4812,8,0.282383,0.319626,0,,,,
@Maryandus,,,4813,8,0.282383,0.319626,0,,,,
@maryann_penza,,,4323,8,0.282848,0.321183,0,,,,
@MaryAnnalmeida5,,,4323,8,0.296667,0.3432,0,2,0,3,unclear/neutral
@andreacitymom,,,4323,0,0,0,0,0,1,,
@mazro87,,,4323,0,0,0,0,0,1,,
@RunLBC90814,,,4323,0,0,0,0,0,2,,
@maryanne_macrae,,,4814,8,0.282383,0.319626,0,1,0,5,pro
@MaryAnneTerrell,,,4815,8,0.282848,0.321183,0,,,,
@marybeatitude,,,73,9,0.240605,0.265248,0,,,,
@Marybenti1,,,1560,8,0.285437,0.325262,0,,,,
@marybtichacek,,,49,8,0.282848,0.321183,0,1,0,3,unclear/neutral
@maryCaradio,,,174,8,0.283495,0.323875,0,,,,
@MaryChula87,,,474,1,1,1,0,,,,
@MaryCuddMorgan,,,73,8,0.286458,0.327592,0,,,,
@MarycYee3,,,73,9,0.228392,0.247577,0,,,,
@marydashfaye,,,4816,8,0.282383,0.319626,0,,,,
@MaryEkstroman,,,4323,8,0.28918,0.33146,0,1,0,1,anti
@MaryEmBern,,,663,8,0.294949,0.334339,0,,,,
@MaryEMcGlynn,,,474,9,0.246467,0.271416,9.342857,0,1,,
@MaryErben,,,49,8,0.28768,0.332249,0,,,,
@Karinartphoto,,,49,0,0,0,0,,,,
@MaryF8,,,663,8,0.309574,0.350873,0,,,,
@MaryFernandez,,,9,1,1,1,0,,,,
@marygold776,,,2582,8,0.282848,0.321183,0,,,,
@MaryH319,,,4817,8,0.282383,0.319626,0,,,,
@MaryintheMntns,,,49,8,0.27623,0.322829,0,1,0,1,anti
@MaryjoEvans8,,,2774,8,0.282848,0.321183,0,,,,
@Maryk391,,,3370,8,0.284084,0.325773,0,1,0,1,anti
@marylamey,,,4818,1,1,1,0,,,,
@ToulasTake,,,4818,0,0,0,0,,,,
@maryleck3d,,,4819,8,0.282383,0.319626,0,,,,
@MarylouCulkar5,,,73,9,0.228392,0.247577,0,,,,
@marymac41,,,4820,8,0.282383,0.319626,0,,,,
@MaryMastersMS,,,133,8,0.278332,0.319146,0,1,0,0,anti
@MemesSunshine,,,133,0,0,0,0,,,,
@marymauldin,,,3060,1,1,1,0,,,,
@MaryMcC10518422,,,4821,8,0.282383,0.319626,0,,,,
@marynelle1944,,,4822,8,0.282383,0.319626,0,,,,
@marynoise,,,54,8,0.283485,0.324214,0,1,0,0,anti
@MaryODonnell22,,,4323,8,0.287213,0.330724,0,,,,
@wearethe76,,,4323,0,0,0,0,,,,
@MaryPatFlynn1,,,4823,1,1,1,0,1,0,3,unclear/neutral
@jamescmcneal,,,4823,0,0,0,0,0,1,,
@MaryPharaoh,,,616,9,0.225575,0.250061,0,,,,
@Marys_musings,,,133,9,0.233655,0.25837,0,,,,
@MaryscottOC,,,49,2,0.571429,0.625,0,,,,
@MarySusanNYC,,,133,8,0.287206,0.330547,0,,,,
@marythecherry68,,,4824,8,0.283775,0.324276,0,,,,
@bobandtom,,,4824,0,0,0,0,,,,
@bobzany,,,4824,0,0,0,0,,,,
@FunnyCostaki,,,4824,0,0,0,0,,,,
@masands59,,,4825,8,0.282383,0.319626,0,1,0,5,pro
@Maserati777,,,345,1,1,1,0,,,,
@mashable,,,616,8,0.286465,0.328801,1.160309,,,,
@mashandalaichel,,,4826,1,1,1,0,,,,
@heraldcourier,,,4826,0,0,0,0,,,,
@MashugunaMon,,,4323,8,0.286275,0.328974,0,,,,
@masonb30tn,,,3597,8,0.282848,0.321183,0,,,,
@MasonsMemah,,,4827,8,0.282566,0.320773,0,,,,
@masoodraja,,,2651,9,0.255569,0.286808,0,,,,
@masquer08er,,,3608,9,0.222959,0.242829,0,,,,
@Noneother_EO,,,3608,0,0,0,0,,,,
@massatheG,,,49,1,1,1,0,,,,
@Master__Debator,,,5962,8,0.28722,0.331744,0,1,0,0,anti
@MasterminderK,,,2651,1,1,1,0,,,,
@MasterMorgan317,,,73,9,0.228796,0.249299,0,,,,
@MasterofDiaspar,,,96,10,0.198639,0.21367,0,,,,
@MasterTime69,,,4323,8,0.293801,0.335185,0,1,0,1,anti
@MastSky,,,73,9,0.228512,0.248724,0,,,,
@t,,,9,0,0,0,0,,,,
@match15,,,1560,9,0.223246,0.243449,0,,,,
@MathewWalworth,,,4828,8,0.282383,0.319626,0,,,,
@matinee555,,,474,9,0.234516,0.26669,0,,,,
@ap,,,474,0,0,0,0,,,,
@huff,,,474,0,0,0,0,,,,
@npr,,,474,0,0,0,0,,,,
@MatithyanMy,,,4829,9,0.246328,0.270269,0,1,0,3,unclear/neutral
@MatrixOutsider,,,4830,1,1,1,0,,,,
@stutteringjohnm,,,4830,0,0,0,0,,,,
@MAtrumplover,,,49,9,0.243646,0.266905,0,1,0,3,unclear/neutral
@matt___nelson,,,4831,8,0.282383,0.319626,0,,,,
@matt_adessa,,,1148,8,0.282848,0.321183,0,,,,
@Matt_Graf_,,,4832,8,0.282848,0.321183,0,,,,
@Abcnetwork,,,4832,0,0,0,0,,,,
@Matt_Hecht,,,4833,1,1,1,0,1,0,0,anti
@peterswimm,,,4833,0,0,0,0,0,1,,
@mattandrhonda4,,,4834,8,0.282383,0.319626,0,,,,
@mattash89,,,4835,8,0.282383,0.319626,0,1,0,0,anti
@MattAVoorhees,,,4039,8,0.282848,0.321183,0,,,,
@MattBos,,,1560,9,0.223644,0.24518,0,1,0,1,anti
@udubgal,,,1560,0,0,0,0,0,1,,
@MattBSilv,,,86,1,1,1,0,,,,
@mattcbrown,,,3597,8,0.292909,0.342324,0,,,,
@marylandarmy,,,3597,0,0,0,0,,,,
@mattckimball,,,49,9,0.236393,0.260922,0,,,,
@EldaRicardo,,,49,0,0,0,0,,,,
@MattDWStratton,,,4323,8,0.290473,0.330253,0,,,,
@MatterIDoNot,,,4836,8,0.282848,0.321183,0,,,,
@MikeCherryWMUR,,,4836,0,0,0,0,,,,
@MaTTFLaMMaBLe,,,49,1,1,1,0,,,,
@MattHammarstrom,,,4837,8,0.282383,0.319626,0,,,,
@Matthew_Gayle,,,4838,8,0.282383,0.319626,0,,,,
@matthewbbrady,,,49,8,0.283679,0.324255,0,1,0,5,pro
@StopURLying,,,49,0,0,0,0,0,1,,
@matthewcoster,,,4839,8,0.282383,0.319626,0,,,,
@MatthewEnders2,,,4840,1,1,1,0,,,,
@MatthewJones215,,,4841,8,0.282383,0.319626,0,1,0,0,anti
@Matthewsdad5106,,,174,8,0.283312,0.322733,0,1,0,0,anti
@MatthewWillner,,,4842,8,0.282383,0.319626,0,1,0,5,pro
@matthiashedrick,,,4843,8,0.282383,0.319626,0,,,,
@Mattinspokane,,,4844,8,0.282383,0.319626,0,,,,
@mattjbyron,,,663,8,0.286528,0.328419,0,,,,
@MattJoP,,,4845,8,0.282383,0.319626,0,,,,
@mattklewis,,,345,1,1,1,0,,,,
@Mattley_Crue,,,474,8,0.283679,0.325016,0,,,,
@mattmabus,,,5962,8,0.28441,0.323296,0,1,0,1,anti
@MattMan_IWS,,,4846,8,0.282383,0.319626,0,,,,
@MattorShirley,,,247,2,0.666667,0.75,0,,,,
@mattpitman,,,4847,8,0.294197,0.332432,0,1,0,0,anti
@mattrett,,,474,10,0.182845,0.19493,0,1,0,5,pro
@MattScin1,,,54,8,0.283766,0.324616,0,1,0,5,pro
@bindrim3,,,54,0,0,0,0,0,1,,
@MattSepara,,,2651,10,0.190393,0.203689,0,,,,
@MATTSIZEMORE,,,4848,8,0.282383,0.319626,0,1,0,0,anti
@MattSmith9025,,,4849,8,0.282383,0.319626,0,,,,
@MattsOpinion,,,4323,8,0.29028,0.329107,0,1,0,1,anti
@matttbastard,,,2651,10,0.190393,0.203689,0,,,,
@Mattwoodnyc3,,,9,2,0.75,0.833333,0,,,,
@matty_caps,,,4850,8,0.282848,0.321183,0,,,,
@SFleming1977,,,4850,0,0,0,0,,,,
@matty_ice41,,,4851,8,0.282383,0.319626,0,,,,
@MattyIce981,,,345,9,0.267278,0.297367,0,,,,
@ABCNetworkjoy,,,345,0,0,0,0,,,,
@MattyInGreenBay,,,4852,1,1,1,0,1,0,3,unclear/neutral
@roughtradeX,,,4852,0,0,0,0,0,1,,
@MattyMailMan,,,4853,1,1,1,0,1,0,0,anti
@okbroncos,,,4853,0,0,0,0,0,1,,
@MattyRr11,,,4854,8,0.282383,0.319626,0,1,0,0,anti
@matuzalem,,,3608,8,0.282848,0.321183,0,1,0,0,anti
@MatzPolitix,,,4855,8,0.286745,0.329193,0,,,,
@Slappy002,,,4855,0,0,0,0,,,,
@Maureen_Been,,,1426,8,0.282566,0.320773,0,,,,
@maureen_msme57,,,61,8,0.283129,0.321592,0,,,,
@MaureengaySklar,,,4856,8,0.282383,0.319626,0,,,,
@MaureennKelly,,,73,8,0.283582,0.323472,0,,,,
@mauricefontai19,,,1426,1,1,1,0,,,,
@observer,,,73,0,0,0,0,0,1,,
@Maustin12241980,,,3370,8,0.284597,0.327358,0,,,,
@MavenMansion,,,4857,8,0.282383,0.319626,0,,,,
@MaverickCtzn,,,49,1,1,1,0,,,,
@maxatduke,,,4858,8,0.282566,0.320773,0,,,,
@MaxBingman1,,,616,9,0.220596,0.238429,0,,,,
@MaxElram,,,4859,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@maxevry,,,4860,1,1,1,0,,,,
@comingsoonnet,,,4860,0,0,0,0,0,1,,
@maxieyogi,,,3370,8,0.286718,0.324886,0,1,0,3,unclear/neutral
@maximirth10,,,2010,10,0.205307,0.223176,0,,,,
@maxine41823,,,96,8,0.295944,0.350301,0,1,0,0,anti
@Ruthi,,,96,0,0,0,0,,,,
@Maxineskrazy,,,663,8,0.291532,0.335862,0,,,,
@MaxJewlian,,,4861,8,0.282383,0.319626,0,,,,
@maxlevine66,,,61,8,0.282848,0.321183,0,,,,
@maxpecarooney,,,4039,9,0.2211,0.239788,0,1,0,3,unclear/neutral
@maxwellmaxwell,,,9,9,0.220877,0.239027,0,,,,
@maxxgadog,,,1253,8,0.292363,0.337838,0,,,,
@MomWifeGrammy,,,1253,10,0.182897,0.197579,12,1,0,5,pro
@mayaminty,,,4862,8,0.282383,0.319626,0,1,0,1,anti
@MayaSurra,,,73,8,0.292076,0.332751,0,1,0,0,anti
@mayatcontreras,,,1426,9,0.240242,0.263841,0,,,,
@maybelle1964,,,4863,8,0.282383,0.319626,0,,,,
@mayday2020,,,4864,8,0.282383,0.319626,0,,,,
@MayhemMoll,,,4865,8,0.282383,0.319626,0,,,,
@mayito21981,,,4866,8,0.282383,0.319626,0,,,,
@MayKelly,,,345,9,0.253783,0.277281,0,1,0,0,anti
@MayMoonFlowers,,,49,8,0.288978,0.335564,0,1,0,1,anti
@MayQueen_24,,,1560,8,0.283301,0.322111,0,1,0,3,unclear/neutral
@mazing_awe,,,73,8,0.282848,0.321183,0,,,,
@MazKanata24,,,4867,1,1,1,0,,,,
@mbaillieul,,,4868,8,0.282383,0.319626,0,,,,
@MbasuCNN,,,4869,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@Mbay12,,,474,9,0.226639,0.251087,0,,,,
@Theamporium,,,474,0,0,0,0,,,,
@MBCock,,,9,1,1,1,0,,,,
@mbctlc,,,49,9,0.235577,0.25757,0,1,0,0,anti
@mbelnick,,,1560,9,0.223475,0.244978,0,1,0,0,anti
@mbfeber,,,4088,8,0.283775,0.324276,0,,,,
@NNevdar,,,4088,0,0,0,0,,,,
@riva_dumas,,,4088,0,0,0,0,,,,
@MBGlenn,,,4870,1,1,1,0,1,0,1,anti
@mbgorny,,,96,9,0.224375,0.245516,0,1,0,0,anti
@mbhtt,,,133,9,0.246753,0.271939,0,,,,
@MBjorklund1963,,,1899,8,0.297243,0.342626,0,,,,
@alexonthebayou,,,1899,0,0,0,0,,,,
@Education4Libs,,,1899,0,0,0,0,,,,
@rsienkiewicz,,,1899,0,0,0,0,,,,
@ScottPresler,,,1899,0,0,0,0,,,,
@The_Trum,,,1899,0,0,0,0,,,,
@mblcta1,,,49,1,1,1,0,,,,
@mbmbbost,,,54,8,0.283951,0.32576,0,1,0,3,unclear/neutral
@sue91sue,,,54,8,0.283301,0.323067,0,0,1,,
@mbot740328,,,4871,8,0.282383,0.319626,0,,,,
@mbrazee84,,,474,1,1,1,0,,,,
@mbusa1234,,,4872,8,0.286277,0.327654,0,1,0,5,pro
@mbwaeltz,,,4873,8,0.282383,0.319626,0,,,,
@MC_Moontea,,,4874,1,1,1,0,,,,
@PoorQuentyn,,,4874,0,0,0,0,,,,
@mc12345678912,,,54,8,0.283485,0.324214,0,1,0,1,anti
@MCAofAlbany,,,49,9,0.245093,0.264979,0,,,,
@1stnewfy,,,49,0,0,0,0,,,,
@mcasey1115,,,2774,8,0.284977,0.326034,0,,,,
@6siders,,,2774,0,0,0,0,,,,
@mcat69,,,61,1,1,1,0,1,0,5,pro
@McBenefit,,,474,8,0.283031,0.322328,1.5,,,,
@mcbeth67,,,4875,8,0.282383,0.319626,0,,,,
@mcboehret,,,4876,8,0.282383,0.319626,0,,,,
@mcbridin_dirtyy,,,4877,8,0.282383,0.319626,0,,,,
@mccabk,,,4878,8,0.282383,0.319626,0,,,,
@McCandlessNews,,,474,8,0.283679,0.323494,0,1,0,0,anti
@BillVidonic,,,474,0,0,0,0,0,1,,
@McCawfee,,,54,8,0.283766,0.324616,0,,,,
@Melody28043518,,,54,0,0,0,0,,,,
@McclainJeff,,,1426,8,0.283871,0.322781,0,1,0,1,anti
@McconnellFatima,,,3370,8,0.287349,0.32933,0,1,0,5,pro
@mccreath,,,61,8,0.282848,0.321183,0,1,0,0,anti
@mcdeb814,,,5962,9,0.228198,0.246629,0,,,,
@McDonaldMick,,,232,8,0.282848,0.321183,0,,,,
@McelenyJohn,,,96,8,0.287213,0.330724,0,,,,
@KGM2G,,,96,0,0,0,0,,,,
@McFidget,,,4879,8,0.282383,0.319626,0,,,,
@McGeezer67,,,4039,8,0.287869,0.332628,0,2,0,3,unclear/neutral
@McglothlinAnita,,,4880,8,0.282383,0.319626,0,,,,
@MCH3NRYM0S3L3Y,,,4881,8,0.286277,0.327654,0,,,,
@mch7576,,,1899,1,1,1,0,,,,
@mckait,,,2010,10,0.19837,0.211957,0,1,0,3,unclear/neutral
@mckinley0930,,,49,1,1,1,0,,,,
@mclanelfn,,,96,8,0.283679,0.325016,0,,,,
@susie_filmmaker,,,96,0,0,0,0,,,,
@McleroyJuanita,,,73,1,1,1,0,,,,
@mcmahon_mona,,,2774,8,0.289628,0.336578,0,,,,
@mcnaked123,,,133,8,0.292699,0.3318,0,1,0,5,pro
@mcnancy53,,,96,8,0.282848,0.321183,0,1,0,3,unclear/neutral
@McNationalist_,,,4882,1,1,1,0,,,,
@HbdNrx,,,4882,0,0,0,0,,,,
@mcpierce,,,663,9,0.223054,0.242715,0,1,0,3,unclear/neutral
@mcskriff,,,4883,8,0.282383,0.319626,0,,,,
@Mcsmidget,,,4884,8,0.282383,0.319626,0,,,,
@McTelevision,,,4885,1,1,1,0,,,,
@mctravel21,,,1560,9,0.223246,0.243449,0,1,0,1,anti
@mcukan,,,49,8,0.282848,0.321183,0,,,,
@MDB9699,,,49,8,0.286275,0.327185,0,,,,
@rise1776,,,49,8,0.292421,0.331605,25.291667,2,0,5,pro
@mdcolli,,,73,8,0.283129,0.321592,0,,,,
@mdelgadov20,,,4886,8,0.282383,0.319626,0,,,,
@mdelgem,,,4887,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@MDeLongMN,,,786,1,1,1,0,,,,
@ChristynRoyce,,,786,0,0,0,0,,,,
@mdiehl2525,,,4039,9,0.220989,0.239407,0,,,,
@mdm_le,,,786,9,0.220819,0.239192,0,,,,
@mdog1326,,,1560,9,0.223246,0.243449,0,1,0,0,anti
@mdrayton,,,4888,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@mdrex22,,,4889,9,0.239429,0.260432,0,,,,
@mds799,,,345,1,1,1,0,,,,
@MDyatro,,,1899,8,0.270256,0.313627,0,,,,
@Propita1061,,,1899,8,0.270299,0.314558,3,,,,
@RayGray2484,,,1899,0,0,0,0,,,,
@ME_DeafServices,,,96,9,0.250861,0.280482,0,,,,
@texaspoet53,,,96,0,0,0,0,,,,
@Meak227,,,4323,8,0.282933,0.322302,0,,,,
@meandarizona,,,96,1,1,1,0,,,,
@meangirl1,,,3608,8,0.282566,0.320773,0,,,,
@meatbal66706586,,,73,8,0.283312,0.322733,0,,,,
@meberight,,,4890,8,0.282848,0.321183,0,,,,
@jonesfred824,,,4890,0,0,0,0,,,,
@mebobailey,,,133,9,0.266536,0.295714,0,1,0,3,unclear/neutral
@MeBobbi,,,73,9,0.220648,0.238518,0,,,,
@mebowman57,,,4891,8,0.282383,0.319626,0,1,0,5,pro
@mec1539,,,4892,8,0.286277,0.327654,0,,,,
@mec21blue,,,4323,8,0.297205,0.339772,0,,,,
@mecca72,,,474,8,0.287327,0.33011,0,,,,
@MechaDragon101,,,1560,8,0.283129,0.321592,0,,,,
@TimeyWimeyTessa,,,1560,8,0.282848,0.321183,3,1,1,0,anti
@mecjamd,,,616,1,1,1,0,,,,
@luckilyFelicity,,,616,0,0,0,0,,,,
@rmayemsinger,,,616,0,0,0,0,,,,
@medarizona,,,4893,8,0.282383,0.319626,0,,,,
@media_dissent,,,3863,1,1,1,0,1,0,1,anti
@Media0924,,,2010,8,0.289212,0.332511,0,,,,
@Licoriceequeen,,,2010,0,0,0,0,,,,
@mediaadvantages,,,345,8,0.28562,0.326721,1,2,0,1.5,anti
@StormChaseLisa,,,345,8,0.286939,0.331702,35210.333333,0,1,,
@MediaApocalypse,,,4323,8,0.290241,0.337534,0,3,0,2.6666666666666665,anti
@AllanGolombek1,,,4323,0,0,0,0,0,1,,
@mediabro17,,,4894,8,0.282383,0.319626,0,,,,
@MediaJuggernaut,,,4895,1,1,1,0,,,,
@MediaLiarz,,,4896,9,0.239429,0.260432,0,,,,
@MediaLies1,,,4897,8,0.282383,0.319626,0,,,,
@mediapolitic,,,96,10,0.206439,0.224092,0,1,0,3,unclear/neutral
@MediaWeasel,,,4898,8,0.282848,0.321183,0,1,0,3,unclear/neutral
@medicdad73,,,4899,8,0.282383,0.319626,0,,,,
@Medicinewoman80,,,4900,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@medit8now,,,474,9,0.25042,0.277579,0,,,,
@Meechnobeech,,,4901,8,0.282383,0.319626,0,,,,
@MeekieLady419,,,4902,8,0.282383,0.319626,0,,,,
@meekobiscuit,,,5314,8,0.299003,0.34246,0,,,,
@kahlanrock,,,5314,0,0,0,0,,,,
@meeks,,,4903,8,0.282383,0.319626,0,,,,
@meemaw2013,,,345,9,0.253783,0.277281,0,,,,
@Meemee555,,,174,8,0.285161,0.328862,0,2,0,2.5,anti
@CTomme2,,,174,0,0,0,0,,,,
@MelindaFrame,,,174,0,0,0,0,,,,
@RealCandaceOMelindaFrame,,,174,0,0,0,0,,,,
@meerameera86,,,474,8,0.28479,0.326948,0,,,,
@bdubbs25,,,474,0,0,0,0,,,,
@MeesekNumber527,,,786,8,0.2846,0.324179,0,,,,
@meesh_626,,,663,8,0.283592,0.323137,0,,,,
@EasonDavid_88,,,663,0,0,0,0,,,,
@MeettheClooneys,,,3597,1,1,1,0,,,,
@Meg_WritesStuff,,,4904,8,0.282383,0.319626,0,,,,
@mega_musical,,,54,8,0.284421,0.325244,0,,,,
@na_na2005,,,54,0,0,0,0,,,,
@MegaKnightX,,,4905,1,1,1,0,,,,
@AFreeBlackMan,,,4905,0,0,0,0,,,,
@MegaMan_Bignutt,,,4906,1,1,1,0,1,0,0,anti
@WildGoose999,,,4906,0,0,0,0,0,1,,
@megananomous,,,4907,8,0.282383,0.319626,0,,,,
@MeganBigMouth,,,1426,8,0.286277,0.327654,0,0,1,,
@meganre42141275,,,1426,8,0.284421,0.32619,0,,,,
@megatonmonkey,,,4908,8,0.282383,0.319626,0,,,,
@THEsa,,,1560,0,0,0,0,,,,
@Meggypaul,,,3370,8,0.29657,0.340001,0,1,0,1,anti
@misstozak,,,3370,8,0.286277,0.327654,8.642857,1,0,5,pro
@MMjustified,,,3370,0,0,0,0,0,1,,
@Ponyexpress2,,,3370,0,0,0,0,,,,
@seacliff4,,,3370,0,0,0,0,,,,
@MegMcCloskey,,,49,9,0.223805,0.244076,0,,,,
@megpat,,,4909,1,1,1,0,,,,
@ABCwhoistheELLE,,,4909,0,0,0,0,,,,
@Megs_Not_Here,,,61,8,0.282848,0.321183,0,,,,
@megsamthx,,,4910,8,0.282383,0.319626,0,,,,
@Megtheresister,,,54,8,0.283487,0.322891,0,1,0,3,unclear/neutral
@Chia63,,,54,0,0,0,0,,,,
@Mehta01Raj,,,4911,1,1,1,0,1,0,0,anti
@MelissaNathoo,,,4911,0,0,0,0,0,1,,
@meinthe613,,,4912,8,0.282383,0.319626,0,,,,
@Mel1612ancholia,,,4913,8,0.282383,0.319626,0,1,0,1,anti
@Mel72609,,,4914,8,0.284238,0.325812,0,1,0,3,unclear/neutral
@alycam,,,4914,0,0,0,0,0,1,,
@shansoup,,,4914,0,0,0,0,0,1,,
@TheKittensMeow,,,4914,0,0,0,0,0,1,,
@withthelanes,,,4914,0,0,0,0,0,1,,
@MelaniaHandSlap,,,4915,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@MelaniaTrumpe,,,73,1,1,1,0,,,,
@melanie_mfs1123,,,474,8,0.286361,0.326013,0,,,,
@Melanie3065,,,4916,8,0.282383,0.319626,0,1,0,0,anti
@MelanieTAudy,,,4917,8,0.282383,0.319626,0,,,,
@MelaninQweenn,,,4918,8,0.282383,0.319626,0,1,0,1,anti
@MelBat16,,,4919,1,1,1,0,,,,
@Melbias,,,474,1,1,1,0,,,,
@melgozagurl,,,2651,9,0.256005,0.28844,0,1,0,0,anti
@mooneymama1,,,2651,0,0,0,0,0,1,,
@MelHarman,,,4920,9,0.246328,0.270269,0,1,0,3,unclear/neutral
@meli8520_meli,,,4921,8,0.282383,0.319626,0,1,0,1,anti
@MelieVMelieV,,,49,8,0.296673,0.333952,0,,,,
@friendable2017,,,49,0,0,0,0,,,,
@Melikeu,,,1899,1,1,1,0,,,,
@MelinHB,,,3608,8,0.28534,0.323427,0,,,,
@melisaco1979,,,1560,8,0.284047,0.324065,0,1,0,3,unclear/neutral
@rubydeuxdetroit,,,1560,8,0.283031,0.322328,2.666667,0,1,,
@melisheath,,,1560,9,0.223246,0.243449,0,,,,
@melissa_bartley,,,4922,8,0.282383,0.319626,0,2,0,2.5,anti
@Melissa_Hurd,,,4323,8,0.284326,0.326934,0,1,0,3,unclear/neutral
@sssoap,,,4323,8,0.282933,0.322302,0,,,,
@Melissa33619159,,,4923,8,0.282383,0.319626,0,1,0,0,anti
@Melissa82225794,,,345,8,0.313669,0.351537,0,,,,
@melissagogo13,,,49,9,0.223805,0.244076,0,,,,
@MelissaHanbey,,,4924,8,0.282383,0.319626,0,,,,
@Melissajudeutah,,,4925,8,0.282383,0.319626,0,,,,
@MelissaKHobbs,,,4926,9,0.246328,0.270269,0,,,,
@melissalvla,,,1253,8,0.290957,0.333912,0,1,0,3,unclear/neutral
@SarahRamsingh,,,1253,10,0.202945,0.224126,4,,,,
@MelissaStout12,,,4927,8,0.282383,0.319626,0,1,0,5,pro
@melisvargastoro,,,4928,8,0.283031,0.322328,0,,,,
@votolatino,,,4928,8,0.282566,0.320773,0,,,,
@MelLawtonWayne,,,96,9,0.237069,0.264758,0,,,,
@MarkBurnettTV,,,96,0,0,0,0,0,1,,
@mellijellybean,,,1899,8,0.282848,0.321183,0,,,,
@Mellintex,,,4929,8,0.283312,0.322733,0,1,0,1,anti
@sludgediva,,,4929,0,0,0,0,0,1,,
@Triplejack21,,,4929,0,0,0,0,0,1,,
@Mellios1,,,4323,8,0.290473,0.330253,0,,,,
@Melly_sheknows,,,96,1,1,1,0,,,,
